,Country,Commodity,Commodity (Type),Year,Exports (Extra-EU) (THOUSAND HECTOLITRES),Exports (Intra-EU) (THOUSAND HECTOLITRES),Imports (Extra-EU) (THOUSAND HECTOLITRES),Imports (Intra-EU) (THOUSAND HECTOLITRES),Total Exports (THOUSAND HECTOLITRES),Total Imports (THOUSAND HECTOLITRES),Area (SQ.KM.),Total Population (THOUSAND PEOPLE)
1494,Austria,WINE (PDO Wines|Still wines bottled),SPECIALISED CROPS,2006,16.47454,179.51198,17.74355,139.69042,195.98651999999998,157.43397,83871,8253.451
1495,Austria,WINE (PDO Wines|Still wines bottled),SPECIALISED CROPS,2007,20.7523,213.17727,18.04383,130.02337,233.92956999999998,148.0672,83871,8282.076
1496,Austria,WINE (PDO Wines|Still wines bottled),SPECIALISED CROPS,2008,19.84458,210.28326,16.59168,122.68724,230.12784000000002,139.27892,83871,8307.368
1497,Austria,WINE (PDO Wines|Still wines bottled),SPECIALISED CROPS,2009,26.49171,230.6484,7.75928,141.96389,257.14011,149.72316999999998,83871,8334.895
1498,Austria,WINE (PDO Wines|Still wines bottled),SPECIALISED CROPS,2010,28.2711,209.18538,1.2058,166.52414,237.45648,167.72994,83871,8350.976
1499,Austria,WINE (PDO Wines|Still wines bottled),SPECIALISED CROPS,2011,32.50438,171.41397,1.07353,168.40395,203.91835,169.47748,83871,8374.682
1500,Austria,WINE (PDO Wines|Still wines bottled),SPECIALISED CROPS,2012,34.59507,195.29837,0.71787,162.98541,229.89344,163.70328,83871,8407.717
1501,Austria,WINE (PDO Wines|Still wines bottled),SPECIALISED CROPS,2013,42.26407,217.81627,1.15878,160.55156,260.08034,161.71034,83871,8451.556
1502,Austria,WINE (PDO Wines|Still wines bottled),SPECIALISED CROPS,2014,48.23112,227.34501,0.75452,168.12304,275.57613,168.87756000000002,83871,8507.522
1503,Austria,WINE (PDO Wines|Still wines bottled),SPECIALISED CROPS,2015,50.09511,239.68402,0.78314,157.76119,289.77913,158.54433,83871,8584.609
1504,Austria,WINE (PDO Wines|Still wines bottled),SPECIALISED CROPS,2016,53.61956,242.14364,0.2309,166.76263,295.7632,166.99353,83871,8700.233
1505,Austria,WINE (PDO Wines|Still wines bottled),SPECIALISED CROPS,2017,57.56299,262.6618,0.20887,158.30787,320.22479000000004,158.51674,83871,8772.74
1506,Austria,WINE (PDO Wines|Still wines bottled),SPECIALISED CROPS,2018,61.2463,292.07684,0.3198,151.37353,353.32314,151.69332999999997,83871,8822.252
1507,Austria,WINE (PDO Wines|Still wines bottled),SPECIALISED CROPS,2019,64.25726,328.68167,0.44108,140.97234,392.93893,141.41342,83871,8858.773
1508,Austria,WINE (PDO Wines|Still wines bottled),SPECIALISED CROPS,2020,73.70991,374.39075,0.29498,134.38051,448.10066,134.67549,83871,8901.106
1509,Austria,WINE (PDO Wines|Still wines bottled),SPECIALISED CROPS,2021,71.38096,354.89902,0.22324,140.49569,426.27998,140.71893,83871,8914.448
1510,Austria,WINE (PDO Wines|Still wines bottled),SPECIALISED CROPS,2022,75.00373,316.48987,0.37602,126.86915,391.4936,127.24517,83871,8929.716
1511,Austria,WINE (PGI Wines|Sparkling wines),SPECIALISED CROPS,2002,0.0,0.0,0.0,0.0,0.0,0.0,83871,8059.591
1512,Austria,WINE (PGI Wines|Sparkling wines),SPECIALISED CROPS,2003,0.0,0.0,0.0,0.0,0.0,0.0,83871,8098.393
1513,Austria,WINE (PGI Wines|Sparkling wines),SPECIALISED CROPS,2004,0.0,0.0,0.0,0.0,0.0,0.0,83871,8141.815
1514,Austria,WINE (PGI Wines|Sparkling wines),SPECIALISED CROPS,2005,0.0,0.0,0.0,0.0,0.0,0.0,83871,8200.618
1515,Austria,WINE (PGI Wines|Sparkling wines),SPECIALISED CROPS,2006,0.0,0.0,0.0,0.0,0.0,0.0,83871,8253.451
1516,Austria,WINE (PGI Wines|Sparkling wines),SPECIALISED CROPS,2007,0.0,0.0,0.0,0.0,0.0,0.0,83871,8282.076
1517,Austria,WINE (PGI Wines|Sparkling wines),SPECIALISED CROPS,2008,0.0,0.0,0.0,0.0,0.0,0.0,83871,8307.368
1518,Austria,WINE (PGI Wines|Sparkling wines),SPECIALISED CROPS,2009,0.0,0.16811,0.0,1.12628,0.16811,1.12628,83871,8334.895
1519,Austria,WINE (PGI Wines|Sparkling wines),SPECIALISED CROPS,2010,0.01147,0.27965,0.00918,0.68264,0.29112,0.69182,83871,8350.976
1520,Austria,WINE (PGI Wines|Sparkling wines),SPECIALISED CROPS,2011,0.00693,0.00964,0.0,0.96127,0.01657,0.96127,83871,8374.682
1521,Austria,WINE (PGI Wines|Sparkling wines),SPECIALISED CROPS,2012,0.06801,0.01988,0.0,0.71252,0.08789,0.71252,83871,8407.717
1522,Austria,WINE (PGI Wines|Sparkling wines),SPECIALISED CROPS,2013,0.00391,0.01642,0.0,0.75337,0.02033,0.75337,83871,8451.556
1523,Austria,WINE (PGI Wines|Sparkling wines),SPECIALISED CROPS,2014,0.00665,0.0115,0.00018,0.59495,0.01815,0.5951299999999999,83871,8507.522
1524,Austria,WINE (PGI Wines|Sparkling wines),SPECIALISED CROPS,2015,0.02281,0.02746,0.00073,0.56889,0.050269999999999995,0.56962,83871,8584.609
1525,Austria,WINE (PGI Wines|Sparkling wines),SPECIALISED CROPS,2016,0.01356,0.00462,0.0001,0.4269,0.018179999999999998,0.427,83871,8700.233
1526,Austria,WINE (PGI Wines|Sparkling wines),SPECIALISED CROPS,2017,0.06548,0.00674,0.00018,0.44496,0.07221999999999999,0.44514000000000004,83871,8772.74
1527,Austria,WINE (PGI Wines|Sparkling wines),SPECIALISED CROPS,2018,0.19459,0.01216,0.00126,0.61382,0.20675000000000002,0.6150800000000001,83871,8822.252
1528,Austria,WINE (PGI Wines|Sparkling wines),SPECIALISED CROPS,2019,0.02105,0.04387,0.00045,0.62769,0.06492,0.6281399999999999,83871,8858.773
1529,Austria,WINE (PGI Wines|Sparkling wines),SPECIALISED CROPS,2020,0.03981,0.02782,0.0,0.77125,0.06763,0.77125,83871,8901.106
1530,Austria,WINE (PGI Wines|Sparkling wines),SPECIALISED CROPS,2021,0.11042,0.08027,0.00397,0.72668,0.19069,0.73065,83871,8914.448
1531,Austria,WINE (PGI Wines|Sparkling wines),SPECIALISED CROPS,2022,0.09082,0.07845,0.00249,0.70031,0.16927,0.7028,83871,8929.716
1532,Austria,WINE (PGI Wines|Still wines Bag-in-Box),SPECIALISED CROPS,2002,0.0,0.0,0.0,0.0,0.0,0.0,83871,8059.591
1533,Austria,WINE (PGI Wines|Still wines Bag-in-Box),SPECIALISED CROPS,2003,0.0,0.0,0.0,0.0,0.0,0.0,83871,8098.393
1534,Austria,WINE (PGI Wines|Still wines Bag-in-Box),SPECIALISED CROPS,2004,0.0,0.0,0.0,0.0,0.0,0.0,83871,8141.815
1535,Austria,WINE (PGI Wines|Still wines Bag-in-Box),SPECIALISED CROPS,2005,0.0,0.0,0.0,0.0,0.0,0.0,83871,8200.618
1536,Austria,WINE (PGI Wines|Still wines Bag-in-Box),SPECIALISED CROPS,2006,0.0,0.0,0.0,0.0,0.0,0.0,83871,8253.451
1537,Austria,WINE (PGI Wines|Still wines Bag-in-Box),SPECIALISED CROPS,2007,0.0,0.0,0.0,0.0,0.0,0.0,83871,8282.076
1538,Austria,WINE (PGI Wines|Still wines Bag-in-Box),SPECIALISED CROPS,2008,0.0,0.0,0.0,0.0,0.0,0.0,83871,8307.368
1539,Austria,WINE (PGI Wines|Still wines Bag-in-Box),SPECIALISED CROPS,2009,0.0,0.0,0.0,0.0,0.0,0.0,83871,8334.895
1540,Austria,WINE (PGI Wines|Still wines Bag-in-Box),SPECIALISED CROPS,2010,0.0,0.0,0.0,0.0,0.0,0.0,83871,8350.976
1541,Austria,WINE (PGI Wines|Still wines Bag-in-Box),SPECIALISED CROPS,2011,0.0,0.0,0.0,0.0,0.0,0.0,83871,8374.682
1542,Austria,WINE (PGI Wines|Still wines Bag-in-Box),SPECIALISED CROPS,2012,0.0,0.0,0.0,0.0,0.0,0.0,83871,8407.717
1543,Austria,WINE (PGI Wines|Still wines Bag-in-Box),SPECIALISED CROPS,2013,0.0,0.0,0.0,0.0,0.0,0.0,83871,8451.556
1544,Austria,WINE (PGI Wines|Still wines Bag-in-Box),SPECIALISED CROPS,2014,0.0,0.0,0.0,0.0,0.0,0.0,83871,8507.522
1545,Austria,WINE (PGI Wines|Still wines Bag-in-Box),SPECIALISED CROPS,2015,0.0,0.0,0.0,0.0,0.0,0.0,83871,8584.609
1546,Austria,WINE (PGI Wines|Still wines Bag-in-Box),SPECIALISED CROPS,2016,0.81507,0.00049,0.00019,0.19877,0.81556,0.19896,83871,8700.233
1547,Austria,WINE (PGI Wines|Still wines Bag-in-Box),SPECIALISED CROPS,2017,0.20594,0.0006,0.0,0.41162,0.20654,0.41162,83871,8772.74
1548,Austria,WINE (PGI Wines|Still wines Bag-in-Box),SPECIALISED CROPS,2018,0.28169,0.14217,0.01269,0.62595,0.42386,0.63864,83871,8822.252
1549,Austria,WINE (PGI Wines|Still wines Bag-in-Box),SPECIALISED CROPS,2019,0.41367,0.70971,0.01268,0.8364,1.12338,0.8490800000000001,83871,8858.773
1550,Austria,WINE (PGI Wines|Still wines Bag-in-Box),SPECIALISED CROPS,2020,0.36835,0.042,0.0058,0.78403,0.41035,0.78983,83871,8901.106
1551,Austria,WINE (PGI Wines|Still wines Bag-in-Box),SPECIALISED CROPS,2021,0.62962,0.0363,6e-05,0.50264,0.66592,0.5026999999999999,83871,8914.448
1552,Austria,WINE (PGI Wines|Still wines Bag-in-Box),SPECIALISED CROPS,2022,0.30175,0.02718,8e-05,0.35637,0.32893,0.35645000000000004,83871,8929.716
1553,Austria,WINE (PGI Wines|Still wines Bulk),SPECIALISED CROPS,2002,6e-05,2e-05,0.0,0.19123,8e-05,0.19123,83871,8059.591
1554,Austria,WINE (PGI Wines|Still wines Bulk),SPECIALISED CROPS,2003,0.0,0.00999,0.00138,0.10271,0.00999,0.10409,83871,8098.393
1555,Austria,WINE (PGI Wines|Still wines Bulk),SPECIALISED CROPS,2004,0.00252,0.0,0.00044,0.11777,0.00252,0.11821,83871,8141.815
1556,Austria,WINE (PGI Wines|Still wines Bulk),SPECIALISED CROPS,2005,0.04553,0.00092,0.00438,0.13895,0.04645,0.14332999999999999,83871,8200.618
1557,Austria,WINE (PGI Wines|Still wines Bulk),SPECIALISED CROPS,2006,0.00111,0.0,0.0,0.15648,0.00111,0.15648,83871,8253.451
1558,Austria,WINE (PGI Wines|Still wines Bulk),SPECIALISED CROPS,2007,0.00227,1e-05,0.00495,0.11336,0.00228,0.11831,83871,8282.076
1559,Austria,WINE (PGI Wines|Still wines Bulk),SPECIALISED CROPS,2008,0.01166,0.0,0.00158,0.0723,0.01166,0.07388,83871,8307.368
1560,Austria,WINE (PGI Wines|Still wines Bulk),SPECIALISED CROPS,2009,0.74303,1.2553,0.00072,11.42815,1.9983300000000002,11.42887,83871,8334.895
1561,Austria,WINE (PGI Wines|Still wines Bulk),SPECIALISED CROPS,2010,1.16484,1.44218,0.00689,57.5605,2.6070200000000003,57.567389999999996,83871,8350.976
1562,Austria,WINE (PGI Wines|Still wines Bulk),SPECIALISED CROPS,2011,1.31703,1.75812,0.00015,61.49032,3.07515,61.490469999999995,83871,8374.682
1563,Austria,WINE (PGI Wines|Still wines Bulk),SPECIALISED CROPS,2012,1.1934,2.29445,0.07332,56.48707,3.48785,56.560390000000005,83871,8407.717
1564,Austria,WINE (PGI Wines|Still wines Bulk),SPECIALISED CROPS,2013,1.31298,5.37865,0.00334,58.6664,6.69163,58.669740000000004,83871,8451.556
1565,Austria,WINE (PGI Wines|Still wines Bulk),SPECIALISED CROPS,2014,2.09865,8.53323,0.00081,40.11837,10.631879999999999,40.11918,83871,8507.522
1566,Austria,WINE (PGI Wines|Still wines Bulk),SPECIALISED CROPS,2015,2.27163,4.04132,0.00569,54.35904,6.31295,54.36473,83871,8584.609
1567,Austria,WINE (PGI Wines|Still wines Bulk),SPECIALISED CROPS,2016,0.82573,3.69726,0.16808,59.32445,4.52299,59.49253,83871,8700.233
1568,Austria,WINE (PGI Wines|Still wines Bulk),SPECIALISED CROPS,2017,0.17865,0.16116,0.3565,37.56585,0.33981,37.922349999999994,83871,8772.74
1569,Austria,WINE (PGI Wines|Still wines Bulk),SPECIALISED CROPS,2018,0.24808,24.51397,0.0,29.44588,24.762050000000002,29.44588,83871,8822.252
1570,Austria,WINE (PGI Wines|Still wines Bulk),SPECIALISED CROPS,2019,0.99118,9.56612,0.0,37.09286,10.5573,37.09286,83871,8858.773
1571,Austria,WINE (PGI Wines|Still wines Bulk),SPECIALISED CROPS,2020,0.55824,3.77869,0.0,32.86183,4.33693,32.86183,83871,8901.106
1572,Austria,WINE (PGI Wines|Still wines Bulk),SPECIALISED CROPS,2021,0.19497,1.51662,0.0,44.63844,1.7115900000000002,44.63844,83871,8914.448
1573,Austria,WINE (PGI Wines|Still wines Bulk),SPECIALISED CROPS,2022,0.00015,1.88811,0.0,41.85536,1.88826,41.85536,83871,8929.716
1574,Austria,WINE (PGI Wines|Still wines bottled),SPECIALISED CROPS,2002,9.46358,63.50849,4.6316,138.10986,72.97207,142.74146,83871,8059.591
1575,Austria,WINE (PGI Wines|Still wines bottled),SPECIALISED CROPS,2003,10.8345,39.85988,5.55303,141.11031,50.694379999999995,146.66334,83871,8098.393
1576,Austria,WINE (PGI Wines|Still wines bottled),SPECIALISED CROPS,2004,11.91051,48.09901,6.64297,156.07319,60.00952,162.71616,83871,8141.815
1577,Austria,WINE (PGI Wines|Still wines bottled),SPECIALISED CROPS,2005,14.28544,46.41037,4.12089,169.42849,60.69581,173.54938,83871,8200.618
1578,Austria,WINE (PGI Wines|Still wines bottled),SPECIALISED CROPS,2006,14.82075,41.96729,6.9499,137.03433,56.788039999999995,143.98423000000003,83871,8253.451
1579,Austria,WINE (PGI Wines|Still wines bottled),SPECIALISED CROPS,2007,17.1031,65.77584,9.09516,126.47247,82.87894,135.56763,83871,8282.076
1580,Austria,WINE (PGI Wines|Still wines bottled),SPECIALISED CROPS,2008,22.06997,63.42355,7.03497,117.9793,85.49352,125.01427,83871,8307.368
1581,Austria,WINE (PGI Wines|Still wines bottled),SPECIALISED CROPS,2009,19.92984,87.68043,4.74364,127.54337,107.61027,132.28701,83871,8334.895
1582,Austria,WINE (PGI Wines|Still wines bottled),SPECIALISED CROPS,2010,8.99509,101.63473,1.40992,109.82345,110.62982000000001,111.23337,83871,8350.976
1583,Austria,WINE (PGI Wines|Still wines bottled),SPECIALISED CROPS,2011,11.45628,104.42595,1.4117,108.35512,115.88222999999999,109.76682,83871,8374.682
1584,Austria,WINE (PGI Wines|Still wines bottled),SPECIALISED CROPS,2012,12.41795,91.14198,0.99614,98.13847,103.55993000000001,99.13461,83871,8407.717
1585,Austria,WINE (PGI Wines|Still wines bottled),SPECIALISED CROPS,2013,10.97995,80.34578,1.43498,92.64181,91.32573000000001,94.07679,83871,8451.556
1586,Austria,WINE (PGI Wines|Still wines bottled),SPECIALISED CROPS,2014,11.6258,73.94088,0.70238,97.88395,85.56668,98.58633,83871,8507.522
1587,Austria,WINE (PGI Wines|Still wines bottled),SPECIALISED CROPS,2015,13.68664,71.74509,0.36996,86.74647,85.43173,87.11643000000001,83871,8584.609
1588,Austria,WINE (PGI Wines|Still wines bottled),SPECIALISED CROPS,2016,19.79378,62.05508,0.16943,86.47373,81.84886,86.64316000000001,83871,8700.233
1589,Austria,WINE (PGI Wines|Still wines bottled),SPECIALISED CROPS,2017,20.87507,53.3403,0.45121,82.24115,74.21537000000001,82.69236000000001,83871,8772.74
1590,Austria,WINE (PGI Wines|Still wines bottled),SPECIALISED CROPS,2018,19.149,52.34853,0.35133,77.58634,71.49753,77.93767000000001,83871,8822.252
1591,Austria,WINE (PGI Wines|Still wines bottled),SPECIALISED CROPS,2019,22.82014,46.08172,0.3732,75.6885,68.90186,76.0617,83871,8858.773
1592,Austria,WINE (PGI Wines|Still wines bottled),SPECIALISED CROPS,2020,27.67019,57.0634,0.3818,71.92296,84.73359,72.30476,83871,8901.106
1593,Austria,WINE (PGI Wines|Still wines bottled),SPECIALISED CROPS,2021,23.55679,47.04506,0.38519,69.95775,70.60185,70.34294,83871,8914.448
1594,Austria,WINE (PGI Wines|Still wines bottled),SPECIALISED CROPS,2022,22.80884,42.53075,0.1312,66.82994,65.33959,66.96114,83871,8929.716
1595,Austria,WINE (Varietal Wines|Sparkling wines),SPECIALISED CROPS,2002,0.0,0.0,0.0,0.0,0.0,0.0,83871,8059.591
1596,Austria,WINE (Varietal Wines|Sparkling wines),SPECIALISED CROPS,2003,0.0,0.0,0.0,0.0,0.0,0.0,83871,8098.393
1597,Austria,WINE (Varietal Wines|Sparkling wines),SPECIALISED CROPS,2004,0.0,0.0,0.0,0.0,0.0,0.0,83871,8141.815
1598,Austria,WINE (Varietal Wines|Sparkling wines),SPECIALISED CROPS,2005,0.0,0.0,0.0,0.0,0.0,0.0,83871,8200.618
1599,Austria,WINE (Varietal Wines|Sparkling wines),SPECIALISED CROPS,2006,0.0,0.0,0.0,0.0,0.0,0.0,83871,8253.451
1600,Austria,WINE (Varietal Wines|Sparkling wines),SPECIALISED CROPS,2007,0.0,0.0,0.0,0.0,0.0,0.0,83871,8282.076
1601,Austria,WINE (Varietal Wines|Sparkling wines),SPECIALISED CROPS,2008,0.0,0.0,0.0,0.0,0.0,0.0,83871,8307.368
1602,Austria,WINE (Varietal Wines|Sparkling wines),SPECIALISED CROPS,2009,0.07299,0.04155,0.00157,0.58559,0.11454,0.58716,83871,8334.895
1603,Austria,WINE (Varietal Wines|Sparkling wines),SPECIALISED CROPS,2010,0.1387,0.11007,0.021,1.617,0.24877,1.638,83871,8350.976
1604,Austria,WINE (Varietal Wines|Sparkling wines),SPECIALISED CROPS,2011,0.1334,0.13118,0.0,1.4477,0.26458,1.4477,83871,8374.682
1605,Austria,WINE (Varietal Wines|Sparkling wines),SPECIALISED CROPS,2012,0.11881,0.12224,0.00246,0.35626,0.24105,0.35872000000000004,83871,8407.717
1606,Austria,WINE (Varietal Wines|Sparkling wines),SPECIALISED CROPS,2013,0.12653,0.13358,0.00444,0.39201,0.26011,0.39645,83871,8451.556
1607,Austria,WINE (Varietal Wines|Sparkling wines),SPECIALISED CROPS,2014,0.17357,0.08511,0.02771,0.29104,0.25868,0.31875000000000003,83871,8507.522
1608,Austria,WINE (Varietal Wines|Sparkling wines),SPECIALISED CROPS,2015,0.19013,0.17861,0.05375,0.34185,0.36873999999999996,0.3956,83871,8584.609
1609,Austria,WINE (Varietal Wines|Sparkling wines),SPECIALISED CROPS,2016,0.435,0.32089,0.05884,0.48744,0.75589,0.54628,83871,8700.233
1610,Austria,WINE (Varietal Wines|Sparkling wines),SPECIALISED CROPS,2017,0.44736,0.53109,0.07213,10.44785,0.9784499999999999,10.51998,83871,8772.74
1611,Austria,WINE (Varietal Wines|Sparkling wines),SPECIALISED CROPS,2018,0.52686,0.31044,0.01542,0.73349,0.8372999999999999,0.74891,83871,8822.252
1612,Austria,WINE (Varietal Wines|Sparkling wines),SPECIALISED CROPS,2019,0.42791,0.25438,0.01944,0.63235,0.6822900000000001,0.65179,83871,8858.773
1613,Austria,WINE (Varietal Wines|Sparkling wines),SPECIALISED CROPS,2020,0.3356,0.30745,0.0293,0.42688,0.64305,0.45618,83871,8901.106
1614,Austria,WINE (Varietal Wines|Sparkling wines),SPECIALISED CROPS,2021,0.37075,0.42739,0.02792,1.03729,0.7981400000000001,1.06521,83871,8914.448
1615,Austria,WINE (Varietal Wines|Sparkling wines),SPECIALISED CROPS,2022,0.4253,0.35271,0.03304,1.9069,0.7780100000000001,1.93994,83871,8929.716
1616,Austria,WINE (Varietal Wines|Still wines Bag-in-Box),SPECIALISED CROPS,2002,0.0,0.0,0.0,0.0,0.0,0.0,83871,8059.591
1617,Austria,WINE (Varietal Wines|Still wines Bag-in-Box),SPECIALISED CROPS,2003,0.0,0.0,0.0,0.0,0.0,0.0,83871,8098.393
1618,Austria,WINE (Varietal Wines|Still wines Bag-in-Box),SPECIALISED CROPS,2004,0.0,0.0,0.0,0.0,0.0,0.0,83871,8141.815
1619,Austria,WINE (Varietal Wines|Still wines Bag-in-Box),SPECIALISED CROPS,2005,0.0,0.0,0.0,0.0,0.0,0.0,83871,8200.618
1620,Austria,WINE (Varietal Wines|Still wines Bag-in-Box),SPECIALISED CROPS,2006,0.0,0.0,0.0,0.0,0.0,0.0,83871,8253.451
1621,Austria,WINE (Varietal Wines|Still wines Bag-in-Box),SPECIALISED CROPS,2007,0.0,0.0,0.0,0.0,0.0,0.0,83871,8282.076
1622,Austria,WINE (Varietal Wines|Still wines Bag-in-Box),SPECIALISED CROPS,2008,0.0,0.0,0.0,0.0,0.0,0.0,83871,8307.368
1623,Austria,WINE (Varietal Wines|Still wines Bag-in-Box),SPECIALISED CROPS,2009,0.0,0.0,0.0,0.0,0.0,0.0,83871,8334.895
1624,Austria,WINE (Varietal Wines|Still wines Bag-in-Box),SPECIALISED CROPS,2010,0.0,0.0,0.0,0.0,0.0,0.0,83871,8350.976
1625,Austria,WINE (Varietal Wines|Still wines Bag-in-Box),SPECIALISED CROPS,2011,0.0,0.0,0.0,0.0,0.0,0.0,83871,8374.682
1626,Austria,WINE (Varietal Wines|Still wines Bag-in-Box),SPECIALISED CROPS,2012,0.0,0.0,0.0,0.0,0.0,0.0,83871,8407.717
1627,Austria,WINE (Varietal Wines|Still wines Bag-in-Box),SPECIALISED CROPS,2013,0.0,0.0,0.0,0.0,0.0,0.0,83871,8451.556
1628,Austria,WINE (Varietal Wines|Still wines Bag-in-Box),SPECIALISED CROPS,2014,0.0,0.0,0.0,0.0,0.0,0.0,83871,8507.522
1629,Austria,WINE (Varietal Wines|Still wines Bag-in-Box),SPECIALISED CROPS,2015,0.0,0.0,0.0,0.0,0.0,0.0,83871,8584.609
1630,Austria,WINE (Varietal Wines|Still wines Bag-in-Box),SPECIALISED CROPS,2016,0.00012,6e-05,0.00051,0.13491,0.00018,0.13542,83871,8700.233
1631,Austria,WINE (Varietal Wines|Still wines Bag-in-Box),SPECIALISED CROPS,2017,0.00044,0.0,0.00027,0.33279,0.00044,0.33305999999999997,83871,8772.74
1632,Austria,WINE (Varietal Wines|Still wines Bag-in-Box),SPECIALISED CROPS,2018,0.00135,0.0,0.0007,0.36363,0.00135,0.36433,83871,8822.252
1633,Austria,WINE (Varietal Wines|Still wines Bag-in-Box),SPECIALISED CROPS,2019,0.0015,3e-05,0.00888,0.48946,0.0015300000000000001,0.49834,83871,8858.773
1634,Austria,WINE (Varietal Wines|Still wines Bag-in-Box),SPECIALISED CROPS,2020,0.20371,0.00018,0.00512,0.37434,0.20389000000000002,0.37946,83871,8901.106
1635,Austria,WINE (Varietal Wines|Still wines Bag-in-Box),SPECIALISED CROPS,2021,0.00093,0.00011,0.00099,0.30122,0.0010400000000000001,0.30221,83871,8914.448
1636,Austria,WINE (Varietal Wines|Still wines Bag-in-Box),SPECIALISED CROPS,2022,0.00743,0.49697,0.00083,0.17615,0.5044000000000001,0.17698,83871,8929.716
1637,Austria,WINE (Varietal Wines|Still wines Bulk),SPECIALISED CROPS,2002,0.04492,0.0145,0.00534,0.36155,0.05942,0.36689,83871,8059.591
1638,Austria,WINE (Varietal Wines|Still wines Bulk),SPECIALISED CROPS,2003,0.16088,0.007,0.00304,0.22355,0.16788,0.22658999999999999,83871,8098.393
1639,Austria,WINE (Varietal Wines|Still wines Bulk),SPECIALISED CROPS,2004,0.10318,1.22266,0.00148,0.06908,1.3258400000000001,0.07056,83871,8141.815
1640,Austria,WINE (Varietal Wines|Still wines Bulk),SPECIALISED CROPS,2005,0.04018,0.00507,0.00033,0.12222,0.04525,0.12254999999999999,83871,8200.618
1641,Austria,WINE (Varietal Wines|Still wines Bulk),SPECIALISED CROPS,2006,0.02116,0.00519,0.0,0.15198,0.026350000000000002,0.15198,83871,8253.451
1642,Austria,WINE (Varietal Wines|Still wines Bulk),SPECIALISED CROPS,2007,0.20765,0.00644,0.0,0.20012,0.21409,0.20012,83871,8282.076
1643,Austria,WINE (Varietal Wines|Still wines Bulk),SPECIALISED CROPS,2008,0.01214,0.01026,0.0045,0.04502,0.0224,0.049519999999999995,83871,8307.368
1644,Austria,WINE (Varietal Wines|Still wines Bulk),SPECIALISED CROPS,2009,1.58249,0.01277,3.56928,0.09993,1.59526,3.66921,83871,8334.895
1645,Austria,WINE (Varietal Wines|Still wines Bulk),SPECIALISED CROPS,2010,0.03984,0.33176,10.74671,0.91161,0.3716,11.65832,83871,8350.976
1646,Austria,WINE (Varietal Wines|Still wines Bulk),SPECIALISED CROPS,2011,0.04677,0.31291,11.04438,3.42459,0.35968,14.46897,83871,8374.682
1647,Austria,WINE (Varietal Wines|Still wines Bulk),SPECIALISED CROPS,2012,0.01982,1.8691,27.36143,1.56251,1.88892,28.923939999999998,83871,8407.717
1648,Austria,WINE (Varietal Wines|Still wines Bulk),SPECIALISED CROPS,2013,0.26068,0.5889,6.52283,0.8039,0.84958,7.3267299999999995,83871,8451.556
