,Country,Commodity,Commodity (Type),Year,Exports (Extra-EU) (THOUSAND HECTOLITRES),Exports (Intra-EU) (THOUSAND HECTOLITRES),Imports (Extra-EU) (THOUSAND HECTOLITRES),Imports (Intra-EU) (THOUSAND HECTOLITRES),Total Exports (THOUSAND HECTOLITRES),Total Imports (THOUSAND HECTOLITRES),Area (SQ.KM.),Total Population (THOUSAND PEOPLE)
8394,Cyprus,WINE (PDO Wines|Still wines bottled),SPECIALISED CROPS,2014,0.29674,0.12391,1.04463,11.53221,0.42065,12.576839999999999,9251,1171.914
8395,Cyprus,WINE (PDO Wines|Still wines bottled),SPECIALISED CROPS,2015,0.23197,0.12793,0.77576,12.03879,0.3599,12.81455,9251,1182.076
8396,Cyprus,WINE (PDO Wines|Still wines bottled),SPECIALISED CROPS,2016,0.23322,0.11101,0.77679,18.69519,0.34423000000000004,19.47198,9251,1192.484
8397,Cyprus,WINE (PDO Wines|Still wines bottled),SPECIALISED CROPS,2017,0.25848,0.10679,2.29382,11.76979,0.36527,14.06361,9251,1203.279
8398,Cyprus,WINE (PDO Wines|Still wines bottled),SPECIALISED CROPS,2018,0.22057,0.06341,2.40235,13.0498,0.28398,15.45215,9251,1213.767
8399,Cyprus,WINE (PDO Wines|Still wines bottled),SPECIALISED CROPS,2019,0.12945,0.06075,0.88379,9.4866,0.1902,10.370389999999999,9251,1223.895
8400,Cyprus,WINE (PDO Wines|Still wines bottled),SPECIALISED CROPS,2020,0.20513,0.06738,0.61703,13.76345,0.27251000000000003,14.38048,9251,1233.778
8401,Cyprus,WINE (PDO Wines|Still wines bottled),SPECIALISED CROPS,2021,0.12872,0.02456,0.76382,18.70766,0.15328,19.47148,9251,1241.296
8402,Cyprus,WINE (PDO Wines|Still wines bottled),SPECIALISED CROPS,2022,0.25155,0.05074,0.62118,26.74165,0.30229,27.36283,9251,1247.08
8403,Cyprus,WINE (PGI Wines|Sparkling wines),SPECIALISED CROPS,2002,0.0,0.0,0.0,0.0,0.0,0.0,9251,973.186
8404,Cyprus,WINE (PGI Wines|Sparkling wines),SPECIALISED CROPS,2003,0.0,0.0,0.0,0.0,0.0,0.0,9251,991.203
8405,Cyprus,WINE (PGI Wines|Sparkling wines),SPECIALISED CROPS,2004,0.0,0.0,0.0,0.0,0.0,0.0,9251,1009.497
8406,Cyprus,WINE (PGI Wines|Sparkling wines),SPECIALISED CROPS,2005,0.0,0.0,0.0,0.0,0.0,0.0,9251,1027.872
8407,Cyprus,WINE (PGI Wines|Sparkling wines),SPECIALISED CROPS,2006,0.0,0.0,0.0,0.0,0.0,0.0,9251,1046.251
8408,Cyprus,WINE (PGI Wines|Sparkling wines),SPECIALISED CROPS,2007,0.0,0.0,0.0,0.0,0.0,0.0,9251,1064.625
8409,Cyprus,WINE (PGI Wines|Sparkling wines),SPECIALISED CROPS,2008,0.0,0.0,0.0,0.0,0.0,0.0,9251,1083.121
8410,Cyprus,WINE (PGI Wines|Sparkling wines),SPECIALISED CROPS,2009,0.0,0.0,0.0,0.01409,0.0,0.01409,9251,1101.659
8411,Cyprus,WINE (PGI Wines|Sparkling wines),SPECIALISED CROPS,2010,0.0,0.0,0.0,0.0108,0.0,0.0108,9251,1120.289
8412,Cyprus,WINE (PGI Wines|Sparkling wines),SPECIALISED CROPS,2011,0.0,0.0,0.0,0.01085,0.0,0.01085,9251,1139.082
8413,Cyprus,WINE (PGI Wines|Sparkling wines),SPECIALISED CROPS,2012,0.0,0.0,0.0,0.01006,0.0,0.01006,9251,1151.09
8414,Cyprus,WINE (PGI Wines|Sparkling wines),SPECIALISED CROPS,2013,0.0,0.0,0.0,0.01329,0.0,0.01329,9251,1162.023
8415,Cyprus,WINE (PGI Wines|Sparkling wines),SPECIALISED CROPS,2014,0.0,0.0,0.0,0.02657,0.0,0.02657,9251,1171.914
8416,Cyprus,WINE (PGI Wines|Sparkling wines),SPECIALISED CROPS,2015,0.0,0.0,0.0,0.03541,0.0,0.03541,9251,1182.076
8417,Cyprus,WINE (PGI Wines|Sparkling wines),SPECIALISED CROPS,2016,0.0,0.0,0.0,0.06876,0.0,0.06876,9251,1192.484
8418,Cyprus,WINE (PGI Wines|Sparkling wines),SPECIALISED CROPS,2017,0.0,0.0,0.0,0.12467,0.0,0.12467,9251,1203.279
8419,Cyprus,WINE (PGI Wines|Sparkling wines),SPECIALISED CROPS,2018,0.0,0.0,0.0,0.05919,0.0,0.05919,9251,1213.767
8420,Cyprus,WINE (PGI Wines|Sparkling wines),SPECIALISED CROPS,2019,0.0,0.0,0.0,0.03347,0.0,0.03347,9251,1223.895
8421,Cyprus,WINE (PGI Wines|Sparkling wines),SPECIALISED CROPS,2020,0.0,0.0,0.0,0.02181,0.0,0.02181,9251,1233.778
8422,Cyprus,WINE (PGI Wines|Sparkling wines),SPECIALISED CROPS,2021,0.0,0.0,0.0,0.02235,0.0,0.02235,9251,1241.296
8423,Cyprus,WINE (PGI Wines|Sparkling wines),SPECIALISED CROPS,2022,0.0,0.0,0.0,0.13473,0.0,0.13473,9251,1247.08
8424,Cyprus,WINE (PGI Wines|Still wines Bag-in-Box),SPECIALISED CROPS,2002,0.0,0.0,0.0,0.0,0.0,0.0,9251,973.186
8425,Cyprus,WINE (PGI Wines|Still wines Bag-in-Box),SPECIALISED CROPS,2003,0.0,0.0,0.0,0.0,0.0,0.0,9251,991.203
8426,Cyprus,WINE (PGI Wines|Still wines Bag-in-Box),SPECIALISED CROPS,2004,0.0,0.0,0.0,0.0,0.0,0.0,9251,1009.497
8427,Cyprus,WINE (PGI Wines|Still wines Bag-in-Box),SPECIALISED CROPS,2005,0.0,0.0,0.0,0.0,0.0,0.0,9251,1027.872
8428,Cyprus,WINE (PGI Wines|Still wines Bag-in-Box),SPECIALISED CROPS,2006,0.0,0.0,0.0,0.0,0.0,0.0,9251,1046.251
8429,Cyprus,WINE (PGI Wines|Still wines Bag-in-Box),SPECIALISED CROPS,2007,0.0,0.0,0.0,0.0,0.0,0.0,9251,1064.625
8430,Cyprus,WINE (PGI Wines|Still wines Bag-in-Box),SPECIALISED CROPS,2008,0.0,0.0,0.0,0.0,0.0,0.0,9251,1083.121
8431,Cyprus,WINE (PGI Wines|Still wines Bag-in-Box),SPECIALISED CROPS,2009,0.0,0.0,0.0,0.0,0.0,0.0,9251,1101.659
8432,Cyprus,WINE (PGI Wines|Still wines Bag-in-Box),SPECIALISED CROPS,2010,0.0,0.0,0.0,0.0,0.0,0.0,9251,1120.289
8433,Cyprus,WINE (PGI Wines|Still wines Bag-in-Box),SPECIALISED CROPS,2011,0.0,0.0,0.0,0.0,0.0,0.0,9251,1139.082
8434,Cyprus,WINE (PGI Wines|Still wines Bag-in-Box),SPECIALISED CROPS,2012,0.0,0.0,0.0,0.0,0.0,0.0,9251,1151.09
8435,Cyprus,WINE (PGI Wines|Still wines Bag-in-Box),SPECIALISED CROPS,2013,0.0,0.0,0.0,0.0,0.0,0.0,9251,1162.023
8436,Cyprus,WINE (PGI Wines|Still wines Bag-in-Box),SPECIALISED CROPS,2014,0.0,0.0,0.0,0.0,0.0,0.0,9251,1171.914
8437,Cyprus,WINE (PGI Wines|Still wines Bag-in-Box),SPECIALISED CROPS,2015,0.0,0.0,0.0,0.0,0.0,0.0,9251,1182.076
8438,Cyprus,WINE (PGI Wines|Still wines Bag-in-Box),SPECIALISED CROPS,2016,0.0,0.0,0.0,0.02847,0.0,0.02847,9251,1192.484
8439,Cyprus,WINE (PGI Wines|Still wines Bag-in-Box),SPECIALISED CROPS,2017,0.0,0.0,0.0,0.18062,0.0,0.18062,9251,1203.279
8440,Cyprus,WINE (PGI Wines|Still wines Bag-in-Box),SPECIALISED CROPS,2018,0.0,0.0,0.0,0.17559,0.0,0.17559,9251,1213.767
8441,Cyprus,WINE (PGI Wines|Still wines Bag-in-Box),SPECIALISED CROPS,2019,0.0,0.0,0.0,0.20253,0.0,0.20253,9251,1223.895
8442,Cyprus,WINE (PGI Wines|Still wines Bag-in-Box),SPECIALISED CROPS,2020,0.0,0.0,0.0,0.38303,0.0,0.38303,9251,1233.778
8443,Cyprus,WINE (PGI Wines|Still wines Bag-in-Box),SPECIALISED CROPS,2021,0.0,0.0,0.0,0.28892,0.0,0.28892,9251,1241.296
8444,Cyprus,WINE (PGI Wines|Still wines Bag-in-Box),SPECIALISED CROPS,2022,0.0,0.0,0.00189,0.26399,0.0,0.26588,9251,1247.08
8445,Cyprus,WINE (PGI Wines|Still wines Bulk),SPECIALISED CROPS,2002,0.41663,0.0,0.0,0.0,0.41663,0.0,9251,973.186
8446,Cyprus,WINE (PGI Wines|Still wines Bulk),SPECIALISED CROPS,2003,1.58899,0.17353,0.0,0.0,1.7625199999999999,0.0,9251,991.203
8447,Cyprus,WINE (PGI Wines|Still wines Bulk),SPECIALISED CROPS,2004,0.38725,0.0,0.0,0.0,0.38725,0.0,9251,1009.497
8448,Cyprus,WINE (PGI Wines|Still wines Bulk),SPECIALISED CROPS,2005,0.63687,0.0,0.0,0.00798,0.63687,0.00798,9251,1027.872
8449,Cyprus,WINE (PGI Wines|Still wines Bulk),SPECIALISED CROPS,2006,1.3155,0.0,0.0,0.00052,1.3155,0.00052,9251,1046.251
8450,Cyprus,WINE (PGI Wines|Still wines Bulk),SPECIALISED CROPS,2007,0.22176,0.0,0.0,0.0,0.22176,0.0,9251,1064.625
8451,Cyprus,WINE (PGI Wines|Still wines Bulk),SPECIALISED CROPS,2008,0.11088,0.0,0.0,0.0,0.11088,0.0,9251,1083.121
8452,Cyprus,WINE (PGI Wines|Still wines Bulk),SPECIALISED CROPS,2009,0.85866,0.0,0.0,0.09554,0.85866,0.09554,9251,1101.659
8453,Cyprus,WINE (PGI Wines|Still wines Bulk),SPECIALISED CROPS,2010,0.41866,0.0,0.0,0.14883,0.41866,0.14883,9251,1120.289
8454,Cyprus,WINE (PGI Wines|Still wines Bulk),SPECIALISED CROPS,2011,0.94623,0.0,0.00153,2.03685,0.94623,2.0383799999999996,9251,1139.082
8455,Cyprus,WINE (PGI Wines|Still wines Bulk),SPECIALISED CROPS,2012,0.59838,0.0,0.00595,0.74956,0.59838,0.75551,9251,1151.09
8456,Cyprus,WINE (PGI Wines|Still wines Bulk),SPECIALISED CROPS,2013,1.02084,0.0,9e-05,0.36906,1.02084,0.36915,9251,1162.023
8457,Cyprus,WINE (PGI Wines|Still wines Bulk),SPECIALISED CROPS,2014,0.53288,0.0,0.00017,0.13976,0.53288,0.13993,9251,1171.914
8458,Cyprus,WINE (PGI Wines|Still wines Bulk),SPECIALISED CROPS,2015,0.71214,0.0,0.00014,0.17855,0.71214,0.17869,9251,1182.076
8459,Cyprus,WINE (PGI Wines|Still wines Bulk),SPECIALISED CROPS,2016,0.7056,0.0,7e-05,0.08553,0.7056,0.0856,9251,1192.484
8460,Cyprus,WINE (PGI Wines|Still wines Bulk),SPECIALISED CROPS,2017,2.00078,0.0,0.18622,0.09529,2.00078,0.28151,9251,1203.279
8461,Cyprus,WINE (PGI Wines|Still wines Bulk),SPECIALISED CROPS,2018,0.1176,0.0,0.00727,0.0275,0.1176,0.03477,9251,1213.767
8462,Cyprus,WINE (PGI Wines|Still wines Bulk),SPECIALISED CROPS,2019,2.0186,0.0,0.00266,0.60295,2.0186,0.60561,9251,1223.895
8463,Cyprus,WINE (PGI Wines|Still wines Bulk),SPECIALISED CROPS,2020,1.10357,0.0,0.00047,0.05878,1.10357,0.05925,9251,1233.778
8464,Cyprus,WINE (PGI Wines|Still wines Bulk),SPECIALISED CROPS,2021,0.53893,0.0,0.035,0.10665,0.53893,0.14165,9251,1241.296
8465,Cyprus,WINE (PGI Wines|Still wines Bulk),SPECIALISED CROPS,2022,0.2982,0.0,0.00557,0.03499,0.2982,0.04056,9251,1247.08
8466,Cyprus,WINE (PGI Wines|Still wines bottled),SPECIALISED CROPS,2002,20.8545,5.19056,0.38608,5.70438,26.04506,6.090459999999999,9251,973.186
8467,Cyprus,WINE (PGI Wines|Still wines bottled),SPECIALISED CROPS,2003,27.10615,3.31062,0.46314,5.90205,30.41677,6.36519,9251,991.203
8468,Cyprus,WINE (PGI Wines|Still wines bottled),SPECIALISED CROPS,2004,30.09993,2.32492,1.40318,9.87396,32.42485,11.277140000000001,9251,1009.497
8469,Cyprus,WINE (PGI Wines|Still wines bottled),SPECIALISED CROPS,2005,16.43545,1.13505,1.35705,15.17495,17.5705,16.532,9251,1027.872
8470,Cyprus,WINE (PGI Wines|Still wines bottled),SPECIALISED CROPS,2006,14.54664,3.28046,2.02703,17.95942,17.8271,19.98645,9251,1046.251
8471,Cyprus,WINE (PGI Wines|Still wines bottled),SPECIALISED CROPS,2007,14.82924,1.42119,3.12664,28.04251,16.25043,31.169150000000002,9251,1064.625
8472,Cyprus,WINE (PGI Wines|Still wines bottled),SPECIALISED CROPS,2008,10.36927,1.82453,2.5558,21.00919,12.1938,23.56499,9251,1083.121
8473,Cyprus,WINE (PGI Wines|Still wines bottled),SPECIALISED CROPS,2009,6.17758,1.10263,2.83684,21.63238,7.28021,24.46922,9251,1101.659
8474,Cyprus,WINE (PGI Wines|Still wines bottled),SPECIALISED CROPS,2010,1.56922,0.26729,2.04939,14.97675,1.83651,17.026139999999998,9251,1120.289
8475,Cyprus,WINE (PGI Wines|Still wines bottled),SPECIALISED CROPS,2011,1.62105,0.2354,2.05086,14.16983,1.8564500000000002,16.220689999999998,9251,1139.082
8476,Cyprus,WINE (PGI Wines|Still wines bottled),SPECIALISED CROPS,2012,0.12563,0.06097,1.92535,13.38032,0.1866,15.30567,9251,1151.09
8477,Cyprus,WINE (PGI Wines|Still wines bottled),SPECIALISED CROPS,2013,0.17242,0.0173,1.74235,20.19732,0.18972,21.93967,9251,1162.023
8478,Cyprus,WINE (PGI Wines|Still wines bottled),SPECIALISED CROPS,2014,0.26916,0.02798,2.15746,18.67855,0.29714,20.83601,9251,1171.914
8479,Cyprus,WINE (PGI Wines|Still wines bottled),SPECIALISED CROPS,2015,0.30522,0.05428,2.21976,18.87471,0.3595,21.09447,9251,1182.076
8480,Cyprus,WINE (PGI Wines|Still wines bottled),SPECIALISED CROPS,2016,0.23203,0.03454,2.38811,36.95073,0.26657,39.33884,9251,1192.484
8481,Cyprus,WINE (PGI Wines|Still wines bottled),SPECIALISED CROPS,2017,0.27909,0.0106,5.01251,20.54171,0.28969,25.554219999999997,9251,1203.279
8482,Cyprus,WINE (PGI Wines|Still wines bottled),SPECIALISED CROPS,2018,0.24283,0.04159,6.51701,17.95999,0.28442,24.477,9251,1213.767
8483,Cyprus,WINE (PGI Wines|Still wines bottled),SPECIALISED CROPS,2019,0.16257,0.04027,2.51662,13.63156,0.20284,16.14818,9251,1223.895
8484,Cyprus,WINE (PGI Wines|Still wines bottled),SPECIALISED CROPS,2020,0.33736,0.01601,1.44618,13.11959,0.35337,14.56577,9251,1233.778
8485,Cyprus,WINE (PGI Wines|Still wines bottled),SPECIALISED CROPS,2021,0.30726,0.00365,1.73892,15.08317,0.31090999999999996,16.82209,9251,1241.296
8486,Cyprus,WINE (PGI Wines|Still wines bottled),SPECIALISED CROPS,2022,0.51665,0.0036,1.40245,21.38232,0.5202500000000001,22.78477,9251,1247.08
8487,Cyprus,WINE (Varietal Wines|Sparkling wines),SPECIALISED CROPS,2002,0.0,0.0,0.0,0.0,0.0,0.0,9251,973.186
8488,Cyprus,WINE (Varietal Wines|Sparkling wines),SPECIALISED CROPS,2003,0.0,0.0,0.0,0.0,0.0,0.0,9251,991.203
8489,Cyprus,WINE (Varietal Wines|Sparkling wines),SPECIALISED CROPS,2004,0.0,0.0,0.0,0.0,0.0,0.0,9251,1009.497
8490,Cyprus,WINE (Varietal Wines|Sparkling wines),SPECIALISED CROPS,2005,0.0,0.0,0.0,0.0,0.0,0.0,9251,1027.872
8491,Cyprus,WINE (Varietal Wines|Sparkling wines),SPECIALISED CROPS,2006,0.0,0.0,0.0,0.0,0.0,0.0,9251,1046.251
8492,Cyprus,WINE (Varietal Wines|Sparkling wines),SPECIALISED CROPS,2007,0.0,0.0,0.0,0.0,0.0,0.0,9251,1064.625
8493,Cyprus,WINE (Varietal Wines|Sparkling wines),SPECIALISED CROPS,2008,0.0,0.0,0.0,0.0,0.0,0.0,9251,1083.121
8494,Cyprus,WINE (Varietal Wines|Sparkling wines),SPECIALISED CROPS,2009,0.0,0.0,0.00486,0.04912,0.0,0.05398,9251,1101.659
8495,Cyprus,WINE (Varietal Wines|Sparkling wines),SPECIALISED CROPS,2010,0.0,0.0,0.00702,0.13084,0.0,0.13786,9251,1120.289
8496,Cyprus,WINE (Varietal Wines|Sparkling wines),SPECIALISED CROPS,2011,0.0,0.0,0.0,0.17847,0.0,0.17847,9251,1139.082
8497,Cyprus,WINE (Varietal Wines|Sparkling wines),SPECIALISED CROPS,2012,0.0,0.0,0.00186,0.09282,0.0,0.09468,9251,1151.09
8498,Cyprus,WINE (Varietal Wines|Sparkling wines),SPECIALISED CROPS,2013,9e-05,0.0,0.01579,0.18007,9e-05,0.19586,9251,1162.023
8499,Cyprus,WINE (Varietal Wines|Sparkling wines),SPECIALISED CROPS,2014,0.0,0.0,0.0126,0.33919,0.0,0.35179,9251,1171.914
8500,Cyprus,WINE (Varietal Wines|Sparkling wines),SPECIALISED CROPS,2015,0.0,0.0,0.01152,0.41892,0.0,0.43044,9251,1182.076
8501,Cyprus,WINE (Varietal Wines|Sparkling wines),SPECIALISED CROPS,2016,0.0,0.0,0.04956,0.62065,0.0,0.6702100000000001,9251,1192.484
8502,Cyprus,WINE (Varietal Wines|Sparkling wines),SPECIALISED CROPS,2017,0.0,0.0,0.00822,0.663,0.0,0.67122,9251,1203.279
8503,Cyprus,WINE (Varietal Wines|Sparkling wines),SPECIALISED CROPS,2018,0.0,0.0,0.00498,1.84867,0.0,1.85365,9251,1213.767
8504,Cyprus,WINE (Varietal Wines|Sparkling wines),SPECIALISED CROPS,2019,0.0,0.0,0.0,0.6668,0.0,0.6668,9251,1223.895
8505,Cyprus,WINE (Varietal Wines|Sparkling wines),SPECIALISED CROPS,2020,0.0,0.0,0.009,0.39511,0.0,0.40411,9251,1233.778
8506,Cyprus,WINE (Varietal Wines|Sparkling wines),SPECIALISED CROPS,2021,0.0,0.0,0.00273,0.64114,0.0,0.64387,9251,1241.296
8507,Cyprus,WINE (Varietal Wines|Sparkling wines),SPECIALISED CROPS,2022,0.0,0.0,0.00147,0.82126,0.0,0.82273,9251,1247.08
8508,Cyprus,WINE (Varietal Wines|Still wines Bag-in-Box),SPECIALISED CROPS,2002,0.0,0.0,0.0,0.0,0.0,0.0,9251,973.186
8509,Cyprus,WINE (Varietal Wines|Still wines Bag-in-Box),SPECIALISED CROPS,2003,0.0,0.0,0.0,0.0,0.0,0.0,9251,991.203
8510,Cyprus,WINE (Varietal Wines|Still wines Bag-in-Box),SPECIALISED CROPS,2004,0.0,0.0,0.0,0.0,0.0,0.0,9251,1009.497
8511,Cyprus,WINE (Varietal Wines|Still wines Bag-in-Box),SPECIALISED CROPS,2005,0.0,0.0,0.0,0.0,0.0,0.0,9251,1027.872
8512,Cyprus,WINE (Varietal Wines|Still wines Bag-in-Box),SPECIALISED CROPS,2006,0.0,0.0,0.0,0.0,0.0,0.0,9251,1046.251
8513,Cyprus,WINE (Varietal Wines|Still wines Bag-in-Box),SPECIALISED CROPS,2007,0.0,0.0,0.0,0.0,0.0,0.0,9251,1064.625
8514,Cyprus,WINE (Varietal Wines|Still wines Bag-in-Box),SPECIALISED CROPS,2008,0.0,0.0,0.0,0.0,0.0,0.0,9251,1083.121
8515,Cyprus,WINE (Varietal Wines|Still wines Bag-in-Box),SPECIALISED CROPS,2009,0.0,0.0,0.0,0.0,0.0,0.0,9251,1101.659
8516,Cyprus,WINE (Varietal Wines|Still wines Bag-in-Box),SPECIALISED CROPS,2010,0.0,0.0,0.0,0.0,0.0,0.0,9251,1120.289
8517,Cyprus,WINE (Varietal Wines|Still wines Bag-in-Box),SPECIALISED CROPS,2011,0.0,0.0,0.0,0.0,0.0,0.0,9251,1139.082
8518,Cyprus,WINE (Varietal Wines|Still wines Bag-in-Box),SPECIALISED CROPS,2012,0.0,0.0,0.0,0.0,0.0,0.0,9251,1151.09
8519,Cyprus,WINE (Varietal Wines|Still wines Bag-in-Box),SPECIALISED CROPS,2013,0.0,0.0,0.0,0.0,0.0,0.0,9251,1162.023
8520,Cyprus,WINE (Varietal Wines|Still wines Bag-in-Box),SPECIALISED CROPS,2014,0.0,0.0,0.0,0.0,0.0,0.0,9251,1171.914
8521,Cyprus,WINE (Varietal Wines|Still wines Bag-in-Box),SPECIALISED CROPS,2015,0.0,0.0,0.0,0.0,0.0,0.0,9251,1182.076
8522,Cyprus,WINE (Varietal Wines|Still wines Bag-in-Box),SPECIALISED CROPS,2016,0.0,0.0,0.0,0.05599,0.0,0.05599,9251,1192.484
8523,Cyprus,WINE (Varietal Wines|Still wines Bag-in-Box),SPECIALISED CROPS,2017,0.0,0.0,0.0,0.19015,0.0,0.19015,9251,1203.279
8524,Cyprus,WINE (Varietal Wines|Still wines Bag-in-Box),SPECIALISED CROPS,2018,0.0,0.0,0.0,0.19696,0.0,0.19696,9251,1213.767
8525,Cyprus,WINE (Varietal Wines|Still wines Bag-in-Box),SPECIALISED CROPS,2019,0.0,0.0,0.00765,0.37783,0.0,0.38548,9251,1223.895
8526,Cyprus,WINE (Varietal Wines|Still wines Bag-in-Box),SPECIALISED CROPS,2020,0.0,0.0,0.00405,0.66333,0.0,0.66738,9251,1233.778
8527,Cyprus,WINE (Varietal Wines|Still wines Bag-in-Box),SPECIALISED CROPS,2021,0.0,0.0,0.0001,1.14211,0.0,1.14221,9251,1241.296
8528,Cyprus,WINE (Varietal Wines|Still wines Bag-in-Box),SPECIALISED CROPS,2022,0.0063,0.0,0.00027,0.56392,0.0063,0.56419,9251,1247.08
8529,Cyprus,WINE (Varietal Wines|Still wines Bulk),SPECIALISED CROPS,2002,0.009,0.0,0.0019,0.00495,0.009,0.00685,9251,973.186
8530,Cyprus,WINE (Varietal Wines|Still wines Bulk),SPECIALISED CROPS,2003,0.0,0.0036,0.0,0.12615,0.0036,0.12615,9251,991.203
8531,Cyprus,WINE (Varietal Wines|Still wines Bulk),SPECIALISED CROPS,2004,0.0,0.0,0.0,0.00088,0.0,0.00088,9251,1009.497
8532,Cyprus,WINE (Varietal Wines|Still wines Bulk),SPECIALISED CROPS,2005,0.0,0.0,0.0,3e-05,0.0,3e-05,9251,1027.872
8533,Cyprus,WINE (Varietal Wines|Still wines Bulk),SPECIALISED CROPS,2006,0.0,0.0,0.0,0.0005,0.0,0.0005,9251,1046.251
8534,Cyprus,WINE (Varietal Wines|Still wines Bulk),SPECIALISED CROPS,2007,0.0,0.0,0.0,0.00357,0.0,0.00357,9251,1064.625
8535,Cyprus,WINE (Varietal Wines|Still wines Bulk),SPECIALISED CROPS,2008,0.0,0.0,0.02214,0.00244,0.0,0.02458,9251,1083.121
8536,Cyprus,WINE (Varietal Wines|Still wines Bulk),SPECIALISED CROPS,2009,0.0012,0.0,0.0,0.09707,0.0012,0.09707,9251,1101.659
8537,Cyprus,WINE (Varietal Wines|Still wines Bulk),SPECIALISED CROPS,2010,0.24803,0.24913,0.01013,0.0411,0.49716,0.05123,9251,1120.289
8538,Cyprus,WINE (Varietal Wines|Still wines Bulk),SPECIALISED CROPS,2011,0.03753,0.00405,5e-05,0.03814,0.04158,0.03819,9251,1139.082
8539,Cyprus,WINE (Varietal Wines|Still wines Bulk),SPECIALISED CROPS,2012,0.0686,0.0,0.0009,0.0668,0.0686,0.0677,9251,1151.09
8540,Cyprus,WINE (Varietal Wines|Still wines Bulk),SPECIALISED CROPS,2013,0.0,0.0,0.00012,0.12085,0.0,0.12097,9251,1162.023
8541,Cyprus,WINE (Varietal Wines|Still wines Bulk),SPECIALISED CROPS,2014,0.0,0.0,2e-05,0.09739,0.0,0.09741000000000001,9251,1171.914
8542,Cyprus,WINE (Varietal Wines|Still wines Bulk),SPECIALISED CROPS,2015,0.0,0.0,0.0,0.10512,0.0,0.10512,9251,1182.076
8543,Cyprus,WINE (Varietal Wines|Still wines Bulk),SPECIALISED CROPS,2016,0.0,0.0,0.00225,0.59114,0.0,0.59339,9251,1192.484
8544,Cyprus,WINE (Varietal Wines|Still wines Bulk),SPECIALISED CROPS,2017,0.0,0.0,0.00363,0.53667,0.0,0.5403,9251,1203.279
8545,Cyprus,WINE (Varietal Wines|Still wines Bulk),SPECIALISED CROPS,2018,0.0,0.0,0.0,0.43141,0.0,0.43141,9251,1213.767
8546,Cyprus,WINE (Varietal Wines|Still wines Bulk),SPECIALISED CROPS,2019,0.0,0.0,0.0,0.04939,0.0,0.04939,9251,1223.895
8547,Cyprus,WINE (Varietal Wines|Still wines Bulk),SPECIALISED CROPS,2020,0.0,0.0,0.0,0.26256,0.0,0.26256,9251,1233.778
8548,Cyprus,WINE (Varietal Wines|Still wines Bulk),SPECIALISED CROPS,2021,0.0,0.0,0.00549,0.01229,0.0,0.01778,9251,1241.296
8549,Cyprus,WINE (Varietal Wines|Still wines Bulk),SPECIALISED CROPS,2022,0.0,0.0,0.0,0.02407,0.0,0.02407,9251,1247.08
8550,Cyprus,WINE (Varietal Wines|Still wines bottled),SPECIALISED CROPS,2002,0.82567,1.0229,0.07421,0.77974,1.84857,0.85395,9251,973.186
8551,Cyprus,WINE (Varietal Wines|Still wines bottled),SPECIALISED CROPS,2003,0.8546,0.79979,0.09958,0.99042,1.65439,1.0899999999999999,9251,991.203
8552,Cyprus,WINE (Varietal Wines|Still wines bottled),SPECIALISED CROPS,2004,0.56659,0.80534,0.02144,0.32264,1.3719299999999999,0.34408,9251,1009.497
8553,Cyprus,WINE (Varietal Wines|Still wines bottled),SPECIALISED CROPS,2005,0.61472,0.41265,0.03085,0.46052,1.0273700000000001,0.49137,9251,1027.872
8554,Cyprus,WINE (Varietal Wines|Still wines bottled),SPECIALISED CROPS,2006,0.59365,0.44075,0.03934,0.70603,1.0344,0.7453700000000001,9251,1046.251
8555,Cyprus,WINE (Varietal Wines|Still wines bottled),SPECIALISED CROPS,2007,0.26142,0.24031,0.04479,0.39231,0.50173,0.4371,9251,1064.625
8556,Cyprus,WINE (Varietal Wines|Still wines bottled),SPECIALISED CROPS,2008,0.01992,0.03015,0.01726,0.80453,0.05007,0.82179,9251,1083.121
8557,Cyprus,WINE (Varietal Wines|Still wines bottled),SPECIALISED CROPS,2009,0.00581,0.04073,0.34536,0.52113,0.046540000000000005,0.86649,9251,1101.659
8558,Cyprus,WINE (Varietal Wines|Still wines bottled),SPECIALISED CROPS,2010,0.2531,0.01283,0.62743,2.59202,0.26593,3.21945,9251,1120.289
8559,Cyprus,WINE (Varietal Wines|Still wines bottled),SPECIALISED CROPS,2011,0.49887,0.0,0.90823,3.45094,0.49887,4.35917,9251,1139.082
8560,Cyprus,WINE (Varietal Wines|Still wines bottled),SPECIALISED CROPS,2012,0.17596,0.0,0.84038,4.72561,0.17596,5.565989999999999,9251,1151.09
8561,Cyprus,WINE (Varietal Wines|Still wines bottled),SPECIALISED CROPS,2013,0.14645,0.0,1.11857,10.74421,0.14645,11.86278,9251,1162.023
8562,Cyprus,WINE (Varietal Wines|Still wines bottled),SPECIALISED CROPS,2014,0.20235,0.01022,1.34212,3.86663,0.21257,5.20875,9251,1171.914
8563,Cyprus,WINE (Varietal Wines|Still wines bottled),SPECIALISED CROPS,2015,0.12259,0.00474,1.03564,5.98928,0.12733,7.02492,9251,1182.076
8564,Cyprus,WINE (Varietal Wines|Still wines bottled),SPECIALISED CROPS,2016,0.0583,0.0,1.4675,7.26637,0.0583,8.73387,9251,1192.484
